Key	文本内容1
text_growhelp_strength_desc_sky	Activate stats bonuses of all heros!
text_growhelp_strength_desc_skySkill	Use the artifact to the limitation!
text_growhelp_strength_desc_destiny	Increase hero skill level!
text_growhelp_strength_desc_equipImprove	Forge S-grade Gears!
text_growhelp_strength_desc_skyGather	Ever-changing!
text_growhelp_strength_desc_skyAwake	It says that no one can make it!
text_growhelp_play_name_100	Adventure
text_growhelp_play_name_200	Daily Quests
text_growhelp_play_name_300	Base Camp
text_growhelp_play_name_400	Arena
text_growhelp_play_name_500	Village Raid
text_growhelp_play_name_600	Treasure Hunt
text_growhelp_play_name_700	Legion War
text_growhelp_play_name_800	Legion Boss
text_growhelp_play_name_900	Legion Campfire
text_growhelp_play_name_1000	Royal Clash
text_growhelp_play_name_1100	Battle of Kings
text_growhelp_play_desc_100	Explore the world and get precious resources!
text_growhelp_play_desc_200	Get tons of EXP and diamonds!
text_growhelp_play_desc_300	Get tons of EXP, gears and resources!
text_growhelp_play_desc_400	Transcend stone, fate stone and diamond!
text_growhelp_play_desc_500	Strive to be the strongest lord and gather the ancient heroes!
text_growhelp_play_desc_600	Defend territory and plunder resource!
text_growhelp_play_desc_700	Get the merit and exchange advanced gears!
text_growhelp_play_desc_800	Beat the Legion Boss and win legion benefits!
text_growhelp_play_desc_900	Unlimited Campfire Red Envelopes!
text_growhelp_play_desc_1000	Becoming king and dominate the whole server!
text_growhelp_play_desc_1100	Large gems and precious holy object!
text_outlinecondition_name_1	Enter the Castle
text_outlinecondition_name_2	Meet the Princess
text_outlinecondition_name_3	Adventure
text_outlinecondition_name_4	Meet the Fire Dragon
text_outlinecondition_name_5	Rescue the PrincessⅠ
text_outlinecondition_name_6	Rescue the VillageⅠ
text_outlinecondition_name_7	Get 5 stars
text_outlinecondition_name_8	Get 1 Octopus Treasure
text_outlinecondition_name_9	Get the Ancestral Dragon
text_outlinecondition_name_10	Rescue the VillageⅡ
text_outlinecondition_name_11	Rescue the PrincessⅡ
text_outlinecondition_name_12	Rescue Pharaoh
text_outlinecondition_name_13	Get 3 Octopus Treasures
text_outlinecondition_name_14	Lord level 30
text_outlinecondition_name_15	Reach 75k power
text_outlinecondition_name_16	Login in the next day
text_outlinecondition_name_17	Challenge Boss
text_outlinecondition_name_18	Reach 150k power
text_outlinecondition_name_19	Own 3 Lv.1 dragons
text_outlinecondition_name_20	Lord level 45
text_outlinecondition_name_21	Challenge C-grade Boss
text_outlinecondition_name_22	Reach 300k power
text_outlinecondition_name_23	Own 4 Lv.2 dragons
text_outlinecondition_name_24	Lord level 65
text_outlinecondition_name_25	Challenge B-grade Boss
text_outlinecondition_name_26	Reach 2500K power
text_outlinecondition_name_27	Own 5 Lv.3 dragons
text_outlinecondition_name_28	Lord level 90
text_outlinecondition_name_29	Challenge A-grade Boss
text_outlinecondition_name_30	Reach 5000K power
text_outlinecondition_name_31	Own 6 Lv.4 dragons
text_outlinecondition_name_32	Lord level 120
text_outlinecondition_name_33	Challenge S-grade Boss
text_outlinecondition_name_34	Reach 10M power
text_outlinecondition_name_35	Own 8 Lv.5 dragons
text_outlinecondition_name_36	Lord level 180
text_outlinecondition_name_37	Challenge SS-grade Boss
text_outlinecondition_name_38	Reach 20M power
text_outlinecondition_name_39	Own 10 Lv.6 dragons
text_outlinecondition_name_40	Lord level 270
text_skill_dragonName_1	Fire Breath
text_skill_dragonDesc_1	Deals {1} damage to a horizontal line of enemies.
text_skill_dragonName_2	Dragon Rejuvenation
text_skill_dragonDesc_2	Creates {1} healing waves in the target area that heal allies for {2} HP per wave.
text_skill_dragonName_3	Ice Age
text_skill_dragonDesc_3	Deals {1} damage to a horizontal line of enemies and slows them by {2} for {3} seconds.
text_skill_dragonName_4	Dragon Blessings
text_skill_dragonDesc_4	Grants allies in the target area {1} ATK for {2}.
text_skill_dragonName_5	Thunder Feast
text_skill_dragonDesc_5	Deals {1} damage to all enemies in the target area and lowers their rage by {2}.
text_skill_dragonName_6	Dragon Unity
text_skill_dragonDesc_6	Summon {1} Lv.{2} Speed Drakes to assist you in battle. Duration: {3}
text_skill_dragonName_7	Golden Defense
text_skill_dragonDesc_7	Grants all allies in the target area a gold shield that is immune to physical damage and cannot be dispelled. Lasts {1} seconds.
text_skill_dragonName_8	Ice and Fire
text_skill_dragonDesc_8	Deals {1} damage to enemies in the target area and burns them, dealing {2} damage each time for {3}.
text_skill_dragonName_9	Evil Curse
text_skill_dragonDesc_9	Deals {1} damage to 3 random troops and curses them, increasing damage taken by {2}. The curse cannot be dispelled and lasts for {3}.
text_skill_dragonDesc_9_01	Deals {1} damage to 3 random troops and curses them, increasing damage taken by {2}. The curse cannot be dispelled and lasts until the end of battle.
text_skill_dragonName_10	Demon Flame
text_skill_dragonDesc_10	Deals {1} damage to enemies in the target area and gives them Demonic Flames, which ignores anti-debuff and lasts for {2}.
text_skill_200001_name_1	Dragon Firestorm
text_skill_200001_name_2	Dragon Cliff
text_skill_1000000_name_1	Sacred Heal
text_skill_1000000_name_2	Sword of Justice
text_skill_4001_name_1	War Cry
text_skill_4001_name_2	Bloody Massacre
text_skill_4002_name_1	Meteor Storm
text_skill_4002_name_2	Bouncing Fireball
text_skill_4003_name_1	Shield Strike
text_skill_4003_name_2	Blade Storm
text_skill_4004_name_1	Icey Arrow
text_skill_4004_name_2	Star Fall
text_skill_4005_name_1	Hammer Blow
text_skill_4005_name_2	Crazed Boar
text_skill_4006_name_1	Multishot
text_skill_4006_name_2	Charged Attack
text_skill_6001_name_1	Holy Bombardment
text_skill_6001_name_2	Incarnation of Justice
text_skill_6002_name_1	Lava Elf
text_skill_6002_name_2	Hellfire
text_skill_6003_name_1	Brave Charge
text_skill_6003_name_2	Griffin Legion
text_skill_6004_name_1	Charged Arrow
text_skill_6004_name_2	Battle Storm
text_skill_6005_name_1	Tidal Blow
text_skill_6005_name_2	Dance of Ocean
text_skill_6006_name_1	Mark of Ocean
text_skill_6006_name_2	Song of Ocean
text_skill_6007_name_1	Deathly Bats
text_skill_6007_name_2	Deathly Scythe
text_skill_6008_name_1	Dragon Roar
text_skill_6008_name_2	Bouncing Fireball
text_skill_5001_name_1	Treant Protector
text_skill_5001_name_2	Overgrowth
text_skill_5002_name_1	Nature Magic
text_skill_5002_name_2	Spring Breeze
text_skill_5003_name_1	Angry Lightning
text_skill_5003_name_2	Thunder Fury
text_skill_5004_name_1	Assassinate
text_skill_5004_name_2	Ultimate Snipe
text_skill_5005_name_1	Blood Drain
text_skill_5005_name_2	Berserk Slash
text_skill_5006_name_1	Arcana Snake
text_skill_5006_name_2	Fossilize Stare
text_skill_5007_name_1	Holy Cross
text_skill_5007_name_2	Holy Judgment
text_skill_5008_name_1	All or Nothing
text_skill_5008_name_2	Sacred Arrows
text_skill_5009_name_1	Ultimate Slash
text_skill_5009_name_2	Flame Charge
text_skill_5010_name_1	Splitting Arrow
text_skill_5010_name_2	Arrow of Darkness
text_skill_5011_name_1	Plague Mist
text_skill_5011_name_2	Deadly Chase Attack
text_skill_5012_name_1	Fury Thrash
text_skill_5012_name_2	Guard of Pot
text_skill_5013_name_1	Snake Club Guard
text_skill_5013_name_2	Chaos Storm
text_skill_5014_name_1	Mutate Skill
text_skill_5014_name_2	Morale Boost
text_skill_5015_name_1	Holy Light
text_skill_5015_name_2	Sacred Protection
text_skill_5016_name_1	Lava Fissure
text_skill_5016_name_2	Lightning Charge
text_skill_5017_name_1	Crazy Thrust
text_skill_5017_name_2	Shield Cover
text_skill_5018_name_1	Moonlight Power
text_skill_5018_name_2	Arrow of Moonlight
text_skill_5019_name_1	Blade of Quietness
text_skill_5019_name_2	Silence Spell
text_skill_5020_name_1	Death Wave
text_skill_5020_name_2	Upheaval of the Dead
text_skill_5029_name_1	Shield Slam
text_skill_5029_name_2	Earth Dragon Spike
text_skill_5030_name_1	Thunder Punishment
text_skill_5030_name_2	Extinct Thunderfall
text_skill_5031_name_1	Giant Claw Slam
text_skill_5031_name_2	God kill charge
text_skill_5032_name_1	Dragon Mother Curse
text_skill_5032_name_2	Dragon Crystal Imprisonment
text_skill_200001_desc_1_0	Summon the power of the Blood Dragon to rain down a burning meteor shower against all legions.
text_skill_200001_desc_2_0	Blood energy condenses to form giant fangs that tear the enemy.
text_skill_1000000_desc_1_0	Heals the ally with the lowest HP.
text_skill_1000000_desc_1_1	Healing Rate: {1}
text_skill_1000000_desc_2_0	Rush forward with the Sword of Justice, dealing damage to all enemies within the target area.
text_skill_1000000_desc_2_1	Damage Rate: {1}
text_skill_4001_desc_1_0	Yell a furious war cry, greatly increasing nearby allies\' power.
text_skill_4001_desc_1_1	ATK Up: {1}
text_skill_4001_desc_1_2	DEF Up: {2}
text_skill_4001_desc_1_3	Duration: {3}
text_skill_4001_desc_2_0	Leap towards the target and attack with a deadly slash.
text_skill_4001_desc_2_1	Damage Rate: {1}
text_skill_4001_desc_2_2	Extra damage: target\'s current HP lost*{2}
text_skill_4002_desc_1_0	Summon multiple meteorites that deal damage to all enemies in the target area.
text_skill_4002_desc_1_1	Attack times: {1}
text_skill_4002_desc_1_2	Single Attack Damage Rate: {2}
text_skill_4002_desc_2_0	Cast a fireball that jumps between multiple enemies, dealing massive damage.
text_skill_4002_desc_2_1	Damage Rate: {1}
text_skill_4002_desc_2_2	Jumps: {2}
text_skill_4003_desc_1_0	Attack your opponent with your shield, dealing damage and stunning them.
text_skill_4003_desc_1_1	Damage Rate: {1}
text_skill_4003_desc_1_2	Stun Duration: {2}
text_skill_4003_desc_2_0	Spin rapidly to create a Blade Storm that deals continuous damage to nearby enemies.
text_skill_4003_desc_2_1	Attack times: {1}
text_skill_4003_desc_2_2	Single Attack Damage Rate: {2}
text_skill_4004_desc_1_0	Shoot an ice arrow at the target, dealing damage and lowering their MOV SPD.
text_skill_4004_desc_1_1	Damage Rate: {1}
text_skill_4004_desc_1_2	Speed reduction: {2}
text_skill_4004_desc_1_3	Duration: {3}
text_skill_4004_desc_2_0	Fire a storm of arrows into the sky, dealing massive damage to all targets.
text_skill_4004_desc_2_1	Damage Rate: {1}
text_skill_4004_desc_2_2	Attack times: {2}
text_skill_4005_desc_1_0	Wield your hammer in an arc in front of you, dealing damage and stunning all affected targets.
text_skill_4005_desc_1_1	Damage Rate: {1}
text_skill_4005_desc_1_2	Stun Duration: {3}
text_skill_4005_desc_2_0	Summon small crazed boars to aid you in battle.
text_skill_4005_desc_2_1	Crazed boar level: {1}
text_skill_4005_desc_2_2	Duration: {2}
text_skill_4005_desc_2_3	Amount summoned: {3}
text_skill_4006_desc_1_0	Fire multiple consecutive arrows at the target.
text_skill_4006_desc_1_1	Attack times: {1}
text_skill_4006_desc_1_2	Single Attack Damage Rate: {2}
text_skill_4006_desc_2_0	Charge up energy and then fire an arrow that pierces through a horizontal line, dealing damage and knocking back all targets.
text_skill_4006_desc_2_1	Damage Rate: {1}
text_skill_4006_desc_2_2	Knockback time: {2}
text_skill_6001_desc_1_0	Jump into the air and land, dealing massive damage to enemies in the target area and stunning them.
text_skill_6001_desc_1_1	Damage Rate: {1}
text_skill_6001_desc_1_2	Stun Duration: {2}
text_skill_6001_desc_2_0	Become the Envoy of Justice, greatly increasing your power and dispelling all debuffs.
text_skill_6001_desc_2_1	ATK Up: {1}
text_skill_6001_desc_2_2	DEF Up: {2}
text_skill_6001_desc_2_3	Duration: {3}
text_skill_6002_desc_1_0	Summon elves from burning lava that melt your enemies with scorching attacks.
text_skill_6002_desc_1_1	Elf damage multiplier: {1}
text_skill_6002_desc_1_2	Amount summoned: {2}
text_skill_6002_desc_1_3	Lava Elf Duration: {3}
text_skill_6002_desc_2_0	Summon a huge Hellfire to aid you in battle. When summoned, stuns nearby enemies.
text_skill_6002_desc_2_1	Damage Rate: {1}
text_skill_6002_desc_2_2	Stun Duration: {2}
text_skill_6002_desc_2_3	Hellfire damage multiplier: {3}
text_skill_6002_desc_2_4	Amount summoned: {4}
text_skill_6002_desc_2_5	Duration: {5}
text_skill_6003_desc_1_0	Charge forward, dealing damage to all enemies you hit and stunning them for a short time.
text_skill_6003_desc_1_1	Attack times: {1}
text_skill_6003_desc_1_2	Single Attack Damage Rate: {2}
text_skill_6003_desc_2_0	Summon 1 Griffin Knight to aid you in battle.
text_skill_6003_desc_2_1	Single Attack Damage Rate: {1}
text_skill_6003_desc_2_2	Inherited Griffin Knight ATK: 100%
text_skill_6003_desc_2_3	Inherited Griffin Knight DEF: 100%
text_skill_6003_desc_2_4	Inherited Griffin Knight HP: 20%
text_skill_6004_desc_1_0	Charge up energy and then fire an arrow that pierces through a horizontal line, dealing damage and knocking back all targets.
text_skill_6004_desc_1_1	Damage Rate: {1}
text_skill_6004_desc_1_2	Knockback time: {2}
text_skill_6004_desc_2_0	Quickly fire multiple arrows at a single target, dealing deadly damage.
text_skill_6004_desc_2_1	Attack times: {1}
text_skill_6004_desc_2_2	Single Attack Damage Rate: {2}
text_skill_6005_desc_1_0	Enchant your trident with Tidal Power, dealing massive damage to enemies in front of you and lowering their DEF.
text_skill_6005_desc_1_1	Damage Rate: {1}
text_skill_6005_desc_1_2	DEF Reduction: {2}
text_skill_6005_desc_1_3	Duration: {3}
text_skill_6005_desc_2_0	Command a shark to charge back and forth in a straight line, pounding enemies for damage and knocking them back.
text_skill_6005_desc_2_1	Attack times: {1}
text_skill_6005_desc_2_2	Single Attack Damage Rate: {2}
text_skill_6006_desc_1_0	Instantly heal all ally heroes for some HP and increase their ATK.
text_skill_6006_desc_1_1	Healing Rate: {1}
text_skill_6006_desc_1_2	ATK Up: {2}
text_skill_6006_desc_1_3	Duration: {3}
text_skill_6006_desc_2_0	Ocean Spirit\'s melodious song lulls all enemies on the battlefield to sleep, and slowly heals all ally units.
text_skill_6006_desc_2_1	Sleeping targets can\'t move but are damaged by normal attacks.
text_skill_6006_desc_2_2	Sleep Duration: {1}
text_skill_6006_desc_2_3	Heal times: 4
text_skill_6006_desc_2_4	Single Heal Rate: {2}
text_skill_6007_desc_1_0	Summon undead bats that pick up enemies and tear them with their teeth.
text_skill_6007_desc_1_1	Attack times: 10
text_skill_6007_desc_1_2	Single Attack Damage Rate: {1}
text_skill_6007_desc_1_3	Pick up time: {2}
text_skill_6007_desc_2_0	Summon a terrifying Reaper\'s Scythe that tortures the weakest enemy hero and stuns them.
text_skill_6007_desc_2_1	Damage Rate: {1}
text_skill_6007_desc_2_2	Stun Duration: {2}
text_skill_6008_desc_1_0	The drake launches a sound wave, damaging the target and nearby enemies.
text_skill_6008_desc_1_1	Damage Rate: {1}
text_skill_6008_desc_2_0	The drake casts a fireball that jumps between multiple enemies, dealing massive damage.
text_skill_6008_desc_2_1	Damage Rate: {1}
text_skill_6008_desc_2_2	Jumps: {2}
text_skill_5001_desc_1_0	Protect yourself with the power of nature, increasing armor and continuously restoring HP.
text_skill_5001_desc_1_1	Armor Up: {1}
text_skill_5001_desc_1_2	Duration: {2}
text_skill_5001_desc_1_3	Heal times: 8
text_skill_5001_desc_1_4	Single Heal Rate: {3}
text_skill_5001_desc_2_0	Summon thorns to tie up nearby enemies and deal continuous damage.
text_skill_5001_desc_2_1	Attack times: 10
text_skill_5001_desc_2_2	Single Attack Damage Rate: {1}
text_skill_5001_desc_2_3	Affected enemies cannot cast normal attack or move.
text_skill_5001_desc_2_4	Thorn Duration: {2}
text_skill_5002_desc_1_0	Continuously heal and restore rage for the ally with the lowest HP.
text_skill_5002_desc_1_1	Rage Regen: {1}
text_skill_5002_desc_1_2	Heal times: 7
text_skill_5002_desc_1_3	Healing Rate: {2}
text_skill_5002_desc_2_0	Use the power of nature to heal all ally units.
text_skill_5002_desc_2_1	Heal times: 7
