关键字	英文
STR_OPEN_AFTER	to open
STR_SHAS	March Order
FRIENDS_BOSS_INFO_1	Deal as much damage as possible to the target
STR_DAMAGE	Damage
STR_BUILD_NEED_LEVEL	Reach Lv.%d
TERRITORY_WAR_ERROR_1	Server Error
TERRITORY_WAR_ERROR_201	No teleports remaining
TERRITORY_WAR_ERROR_202	There is an enemy player at the target Pass
TERRITORY_WAR_ERROR_203	You are in battle mode
TERRITORY_WAR_ERROR_204	Pass not visited
TERRITORY_WAR_ERROR_205	Player info not found
TERRITORY_WAR_ERROR_206	Empty Square
TERRITORY_WAR_ERROR_207	Square info not found
TERRITORY_WAR_ERROR_208	Teleport target error, is not on enemy list
TERRITORY_WAR_ERROR_209	Teleport is not open, you haven\'t visited 3 Stone Tablets
TERRITORY_WAR_ERROR_210	Target is not in an adjacent square
TERRITORY_WAR_ERROR_211	That territory is not on the enemy list
TERRITORY_WAR_ERROR_212	Square has already been gathered
TERRITORY_WAR_ERROR_213	You can\'t occupy local territory mines
TERRITORY_WAR_ERROR_214	Target square is not a mine
TERRITORY_WAR_ERROR_215	Target square is already occupied
TERRITORY_WAR_ERROR_216	You can\'t raid your own territory\'s mine
TERRITORY_WAR_ERROR_217	You already raided that mine
TERRITORY_WAR_ERROR_218	Target square is not a monster
TERRITORY_WAR_ERROR_219	Monster info not found
TERRITORY_WAR_ERROR_220	Shared Monster is already dead
TERRITORY_WAR_ERROR_221	Personal Monster is already dead
TERRITORY_WAR_ERROR_222	Target player not found
TERRITORY_WAR_ERROR_223	You can\'t attack fellow legion members
TERRITORY_WAR_ERROR_224	Target is in battle mode
TERRITORY_WAR_ERROR_225	Reward claimed
TERRITORY_WAR_ERROR_226	Achievement not met
TERRITORY_WAR_ERROR_227	You can\'t explore anymore relics at the same time. Increase VIP level to increase simultaneous exploration cap.
TERRITORY_WAR_ERROR_228	Square has not been visited
TERRITORY_WAR_ERROR_229	You don\'t have enough mobility
TERRITORY_WAR_ERROR_230	You don\'t have enough endurance
TERRITORY_WAR_ERROR_231	You don\'t have enough Infinity Puppets
TERRITORY_WAR_ERROR_232	Not enough diamonds
TERRITORY_WAR_ERROR_233	No purchases remaining today, upgrade VIP level to make more purchases.
TERRITORY_WAR_ERROR_234	No ruins
TERRITORY_WAR_ERROR_235	Not enough ruins
TERRITORY_WAR_ERROR_236	Ruins is being explored
TERRITORY_WAR_ERROR_237	Territory War is coming soon!
TERRITORY_WAR_ERROR_238	Teleportation to enemy territories is coming soon!
TERRITORY_WAR_ERROR_239	You can\'t explore anymore relics at the same time
TERRITORY_WAR_ERROR_240	No purchases remaining
TERRITORY_WAR_ERROR_241	An enemy blocks the way
TERRITORY_WAR_ERROR_242	Boss Challenge is closed
TERRITORY_WAR_ERROR_244	This monster is too strong, you haven\'t reached a high enough level!
TERRITORY_WAR_ERROR_300	Player has already left
HURT_RANK	Damage Ranking
STR_UPGRADE_1	Increase
LEGION_CITY_BUILD_SUCCESS	%s Building Complete
LEGION_CITYUPGRADE_SUCCESS	%s Upgrade Successful
UPGRADE_REQUIRE	Upgrade Requirements
UPGRADE_EFFECT	Upgrade Effect
GET_HERO	Claim Commander
BUILDING_ALREADY_MAX_LEVEL	Building at max level
BUILD_REQUIRE	Build Requirements
BUILD_EFFECT	Build Effect
THANKS_FOR_PARTICIPATION	Thanks for participating
COLLECT_STAGE	Collect Stages
LOGIN_ERROR_MESSAGE_1	Failed to retrieve login info, tap to retry.
LOGIN_ERROR_MESSAGE_2	Character creation failed, please try again
LOGIN_ERROR_MESSAGE_3	Account registration failed, please try again
LOGIN_ERROR_MESSAGE_8	Openkey verification failed, please try again
LOGIN_ERROR_MESSAGE_9	Your account has been locked, please contact customer support.
KICK_BECAUSE_CHEAT_2	Client data error, please login again.
COUNTRY_WAR_DESC_1	Faction Reward
COUNTRY_WAR_DESC_2	Individual Reward
COUNTRY_WAR_DESC_3	Weekly Faction Rewards are based on individual honor and faction rank.
COUNTRY_WAR_DESC_4	Faction
COUNTRY_WAR_DESC_5	Individual
COUNTRY_WAR_DESC_6	Weekly points:
COUNTRY_WAR_DESC_7	Rank
COUNTRY_WAR_DESC_8	Order
COUNTRY_WAR_DESC_9	Attack
COUNTRY_WAR_DESC_10	Attack
COUNTRY_WAR_DESC_11	Defense
COUNTRY_WAR_DESC_12	Order Issued
COUNTRY_WAR_DESC_13	You can only storm neighboring cities.
COUNTRY_WAR_DESC_14	Allies must outnumber the defenders 2 to 1 to storm a city
COUNTRY_WAR_DESC_15	Not in battle, no need to storm
COUNTRY_WAR_DESC_16	You can leave an embattled city by retreating, storming or following an order.
COUNTRY_WAR_DESC_17	You can only go to enemy cities that are adjacent to your faction.
COUNTRY_WAR_DESC_18	Spend %s supplies to issue an order? Lasts for %s seconds.
COUNTRY_WAR_DESC_19	Spend %s supplies to immediately revive?
COUNTRY_WAR_DESC_20	Spend %s supplies to immediately return to the capitol?
COUNTRY_WAR_DESC_21	God of War descends, combo slash
COUNTRY_WAR_DESC_22	System Notice
COUNTRY_WAR_DESC_23	Revive Time
COUNTRY_WAR_DESC_24	You must wait 5 seconds before movements
COUNTRY_WAR_DESC_25	Arrived at target city
COUNTRY_WAR_DESC_26	Server War will start in
COUNTRY_WAR_DESC_27	Server War is under way and ends in
COUNTRY_WAR_DESC_28	Battle Cooldown
COUNTRY_WAR_DESC_29	Server War has not started
COUNTRY_WAR_DESC_30	Searching for enemies, my lord. Please wait.
COUNTRY_WAR_DESC_31	Our troops are recovering, my lord. Please wait before battling again.
COUNTRY_WAR_DESC_32	%d orders issued today, will consume %d diamonds and assemble all faction members. Lasts %d seconds.
COUNTRY_WAR_DESC_33	You can\'t go to the capitol cities of other factions.
COUNTRY_WAR_DESC_34	Set out towards the destination
COUNTRY_WAR_DESC_35	Honor
COUNTRY_WAR_DESC_36	Total Earnings
COUNTRY_WAR_DESC_37	Enemy Kill
COUNTRY_WAR_DESC_38	in city
COUNTRY_WAR_DESC_39	defeated me
COUNTRY_WAR_DESC_40	Campaign Rating
COUNTRY_WAR_DESC_41	Not enough supplies, spend %s diamonds to revive?
COUNTRY_WAR_DESC_42	Not enough supplies, spend %s diamonds to retreat?
COUNTRY_WAR_DESC_43	Assemble at the ordered city: %s?
COUNTRY_WAR_DESC_44	Individual Server War Info
COUNTRY_WAR_DESC_45	Match Info
COUNTRY_WAR_DESC_46	Week Info
COUNTRY_WAR_DESC_47	Total kills:
COUNTRY_WAR_DESC_48	Total deaths:
COUNTRY_WAR_DESC_49	View Reward
COUNTRY_WAR_DESC_50	Weekly faction points rank:
COUNTRY_WAR_DESC_51	Faction Territory (Current Owner:
COUNTRY_WAR_DESC_52	Guard
COUNTRY_WAR_DESC_53	Individual Honor Single Battle Rank Reward
COUNTRY_WAR_DESC_54	View My Rewards
COUNTRY_WAR_DESC_55	Total Rewards
COUNTRY_WAR_DESC_56	People
COUNTRY_WAR_DESC_57	Points
COUNTRY_WAR_DESC_58	没法翻
COUNTRY_WAR_DESC_59	没法翻
COUNTRY_WAR_DESC_60	没法翻
COUNTRY_WAR_DESC_61	没法翻
COUNTRY_WAR_DESC_62	Your server hasn\'t met the requirements to join
COUNTRY_WAR_DESC_63	No Faction Quests generated
COUNTRY_WAR_DESC_64	Individual Quests are generated after joining Server War
COUNTRY_WAR_DESC_65	没法翻
COUNTRY_WAR_DESC_66	Intelligence
COUNTRY_WAR_DESC_67	没法翻
COUNTRY_WAR_DESC_68	Important Officer
COUNTRY_WAR_DESC_69	Attacker
COUNTRY_WAR_DESC_70	Defender
COUNTRY_WAR_DESC_71	Issue Order
COUNTRY_WAR_DESC_72	Issuer:
COUNTRY_WAR_DESC_73	Spend %s diamonds to reset battle cooldown?
COUNTRY_WAR_DESC_74	Storm the city?
COUNTRY_WAR_DESC_75	You successfully resisted the enemy attack.
COUNTRY_WAR_DESC_76	Came from afar to aid you.
COUNTRY_WAR_DESC_77	Responded to your call for aid.
COUNTRY_WAR_DESC_78	(This formation is used for both attack and defense in Server War)
COUNTRY_WAR_DESC_79	Server War has not started, unable to view quests.
COUNTRY_WAR_DESC_80	You don\'t meet Server War level requirements, unable to view quests.
COUNTRY_WAR_DESC_81	Are you sure you want to retreat back to your city and fill all statuses?
COUNTRY_WAR_DESC_82	(Retreating will reset your player kill streak)
COUNTRY_WAR_DESC_83	Order
COUNTRY_WAR_DESC_84	The enemy is too strong, you snuck off back to your city.
COUNTRY_WAR_DESC_85	Points +%d/min
COUNTRY_WAR_DESC_86	Player
COUNTRY_WAR_DESC_87	Garrison Faction Overview
COUNTRY_WAR_DESC_88	Faction has no garrisoned players
COUNTRY_WAR_DESC_89	Issue Order limit reached
COUNTRY_WAR_DESC_90	Kill Honor
COUNTRY_WAR_DESC_91	View once Server War begins
COUNTRY_WAR_DESC_92	Server War has not started, waiting for other factions to join. 
COUNTRY_WAR_DESC_93	Prep Time Remaining
COUNTRY_WAR_MAIN_DESC_1	Every Tuesday, Thursday and Saturday
COUNTRY_WAR_MAIN_DESC_2	start,
COUNTRY_WAR_MAIN_DESC_3	finish.
COUNTRY_WAR_MAIN_DESC_4	Lord level≥
COUNTRY_WAR_MAIN_DESC_5	.
COUNTRY_WAR_MAIN_DESC_6	Occupy the city to get
COUNTRY_WAR_MAIN_DESC_7	individual honor
COUNTRY_WAR_MAIN_DESC_8	. The system will send out rewards based on single battle and weekly performance.
COUNTRY_WAR_MAIN_DESC_9	Each faction has
COUNTRY_WAR_MAIN_DESC_10	Enter Server War
COUNTRY_WAR_MAIN_DESC_11	Server War Rules
COUNTRY_WAR_MAIN_DESC_12	servers match
COUNTRY_WAR_MAIN_DESC_13	[New Server Day %s]
COUNTRY_WAR_MAIN_DESC_14	to start Server War.
COUNTRY_WAR_MAIN_DESC_15	Faction Points
COUNTRY_WAR_MAIN_DESC_16	, kill enemies to earn
COUNTRY_WAR_MAIN_TITLE_1	Battle time:
COUNTRY_WAR_MAIN_TITLE_2	Participation requirements:
COUNTRY_WAR_MAIN_TITLE_3	Common target:
COUNTRY_WAR_MAIN_TITLE_4	Faction division:
COUNTRY_WAR_TITLE_DESC_1	Faction Quests
COUNTRY_WAR_TITLE_DESC_2	Individual Quests
COUNTRY_WAR_LIST_TITLE_DESC_1	Faction
COUNTRY_WAR_LIST_TITLE_DESC_2	Daily Honor
COUNTRY_WAR_LIST_TITLE_DESC_3	Weekly Honor
COUNTRY_WAR_LIST_PAGE_DESC_1	Champion Faction
COUNTRY_WAR_LIST_PAGE_DESC_2	Runner Up Faction
COUNTRY_WAR_LIST_PAGE_DESC_3	3rd Place Faction
COUNTRY_WAR_RESPONSE	Respond
COUNTRY_WAR_COUNTRYNAME_1	Blue
COUNTRY_WAR_COUNTRYNAME_2	Green
COUNTRY_WAR_COUNTRYNAME_3	Red
COUNTRY_WAR_CAMP_1	Blue
COUNTRY_WAR_CAMP_2	Green
COUNTRY_WAR_CAMP_3	Red
COUNTRY_WAR_CAMP_6	Protect
NEED_GOODS	Costs %d supplies
COUNTRY_WAR_ERROR_CODE_1	Server War data error
COUNTRY_WAR_ERROR_CODE_201	You can\'t reach that city
COUNTRY_WAR_ERROR_CODE_202	You can\'t enter that city
COUNTRY_WAR_ERROR_CODE_203	City is protected
COUNTRY_WAR_ERROR_CODE_204	Allies must outnumber the defenders 2 to 1 to storm a city
COUNTRY_WAR_ERROR_CODE_205	No enemies to attack
COUNTRY_WAR_ERROR_CODE_206	You can only issue orders in cities with allies present.
COUNTRY_WAR_ERROR_CODE_207	Player not found
COUNTRY_WAR_ERROR_CODE_208	You already responded to that order.
COUNTRY_WAR_ERROR_CODE_209	Order expired
COUNTRY_WAR_ERROR_CODE_210	Target city does not exist
COUNTRY_WAR_ERROR_CODE_211	Order expired
COUNTRY_WAR_ERROR_CODE_212	Waiting to revive, unable to perform operation
COUNTRY_WAR_ERROR_CODE_213	There is already an active order in the current city.
COUNTRY_WAR_ERROR_CODE_214	Target city is not adjacent to your current city.
COUNTRY_WAR_ERROR_CODE_215	No route to destination found.
COUNTRY_WAR_ERROR_CODE_216	You won\'t reach the target city before this round of Server War ends.
COUNTRY_WAR_ERROR_CODE_217	Quest Reward already claimed
COUNTRY_WAR_ERROR_CODE_218	Quest incomplete
COUNTRY_WAR_ERROR_CODE_219	Quest configuration error
COUNTRY_WAR_ERROR_CODE_220	On cooldown
COUNTRY_WAR_ERROR_CODE_221	Not enough supplies
COUNTRY_WAR_ERROR_CODE_222	Not enough orders
COUNTRY_WAR_ERROR_CODE_223	Server War has not started
COUNTRY_WAR_ERROR_CODE_224	Server War has ended, you will leave the battlefield.
COUNTRY_WAR_ERROR_CODE_225	You don\'t meet position requirements.
COUNTRY_WAR_ERROR_CODE_226	Not enough diamonds to issue order.
COUNTRY_WAR_ERROR_CODE_227	The current city is in battle.
COUNTRY_WAR_ERROR_CODE_228	The max amount of orders (3) are already active on the battlefield.
COUNTRY_WAR_ERROR_CODE_229	City is in battle mode
COUNTRY_WAR_ERROR_CODE_230	Server has been open enough days
COUNTRY_WAR_ERROR_CODE_231	Room is not open
COUNTRY_WAR_ERROR_CODE_232	Player level too low
COUNTRY_WAR_ERROR_CODE_233	You can\'t do that until the prep phase ends 
COUNTRY_WAR_ERROR_CODE_1001	Not enough Server War Coins
COUNTRY_WAR_ERROR_CODE_1002	Only officers rank 1 and higher can issue orders.
COUNTRY_WAR_ERROR_CODE_1003	You\'re already in that city.
COUNTRY_WAR_ERROR_CODE_1004	No orders to respond to.
COUNTRY_WAR_ERROR_CODE_1005	Not enough supplies to issue order.
COUNTRY_WAR_ERROR_CODE_1006	You don\'t meet the requirements to storm.
COUNTRY_WAR_RANK_LIST_TITLE_1_1	Weekly Faction Rank Reward will be sent in the mail on
COUNTRY_WAR_RANK_LIST_TITLE_2_1	Saturday
COUNTRY_WAR_RANK_LIST_TITLE_3_1	after Server War ends.
COUNTRY_WAR_RANK_LIST_TITLE_1_2	Individual Rank Rewards will be sent in the mail after
COUNTRY_WAR_RANK_LIST_TITLE_2_2	each
COUNTRY_WAR_RANK_LIST_TITLE_3_2	after Server War ends.
COUNTRY_WAR_RANK_LIST_TITLE_1_3	Individual
COUNTRY_WAR_RANK_LIST_TITLE_2_3	Weekly Honor
COUNTRY_WAR_RANK_LIST_TITLE_3_3	Rank determines your Weekly Faction Rank Reward.
DAY_1	1 Day
DAY_2	2 Days
DAY_3	3 Days
DAY_4	4 Days
DAY_5	5 Days
DAY_6	6 Days
ACTIVITY_DAY_VOUCHSAFE	Discount Pack
ACTIVITY_DAY_VOUCHSAFE_DESC_1	Recharged Today
ACTIVITY_DAY_VOUCHSAFE_DESC_2	Recharge
ACTIVITY_DAY_VOUCHSAFE_DESC_3	each day to get that day\'s Discount Pack.
ACTIVITY_DAY_VOUCHSAFE_DESC_4	Recharge for 6 days to get tons of materials!
ACTIVITY_DAY_VOUCHSAFE_DESC_6	Complete the previous day to unlock the next day 
ACTIVITY_DAY_VOUCHSAFE_DESC_7	$%d or $%d and higher
STR_AUTO_CHALLENGE	Auto Challenge
STR_MANUAL_CHALLENGE	Manual Challenge
NOT_OPEN_YET	Not open
RES_GET_BACK_DATE	%d/%d
RES_GET_BACK_DESC_1	All resources have been recovered
RES_GET_BACK_DESC_2	Recover Now
RES_GET_BACK_DESC_3	Recover Resources
RES_GET_BACK_DESC_4	Recover benefits from events you didn\'t participate in for the last 7 days!
RES_GET_BACK_DESC_5	Recover All
RES_GET_BACK_DESC_7	Recovered
RES_GET_BACK_DESC_8	Free
RES_GET_BACK_DESC_9	Quick Recover
RES_GET_BACK_DESC_10	No resources to recover
RES_GET_BACK_TITLE_DESC_1	Free Recover
RES_GET_BACK_TITLE_DESC_2	Diamond Recover
RES_GET_BACK_TITLE_ALL_DESC_1	Free Recover All
RES_GET_BACK_TITLE_ALL_DESC_2	Diamond Recover All
MAIN_CITY_DESC_1	New Stage
MAIN_CITY_DESC_2	Continue Campaign
MAIN_CITY_DESC_3	Bandit Sighted
OPEN_WHEN_LEGION_HAVE	Activates when legion has members %s and above.
SELECE_LEGION_ICON_NEED_VIP	Unlock Legion Icon
PEOPLE_KING_TITLE_1	Emperor Set
ALL_ADD_ATTRIBUTE	All Legion Stat Increase
PEOPLE_KING_TITLE_DESC_1	Holy Weapon
PEOPLE_KING_TITLE_DESC_2	Holy Wings
PEOPLE_KING_BOTTON_DESC_1	Bonus
PEOPLE_KING_BOTTON_DESC_2	Total Bonus
PEOPLE_KING_AWAKE_DESC_1	Bonus per %s this rank:
PEOPLE_KING_AWAKE_DESC_2	Used %s bonus:
PEOPLE_KING_SKILL_TITLE_1	Holy Weapon Skill Increase
PEOPLE_KING_SKILL_TITLE_2	Holy Wings Skill Increase
PEOPLE_KING_SKILL_DESC_1	After upgrading
PEOPLE_KING_SKILL_DESC_2	Holy Weapon rank %d to unlock
PEOPLE_KING_SKILL_DESC_3	Holy Wings rank %d to unlock
PEOPLE_KING_SKILL_DESC_4	Skill Max Level
PEOPLE_KING_SKILL_DESC_5	All Legion
PEOPLE_KING_SUIT_TITLE	Stat Bonus
PEOPLE_KING_SUIT_DESC_1	Holy Weapon and Holy Wings reach
PEOPLE_KING_SUIT_DESC_2	Rank
PEOPLE_KING_CHANGELOOK_DESC_1	Holy Weapon Form
PEOPLE_KING_CHANGELOOK_DESC_2	Holy Wings Form
PEOPLE_KING_CHANGELOOK_DESC_3	Holy Weapons Owned
STR_AWAKE	Awaken
STR_CHANGE_LOOK	Form
EQUIP_REFINE_DESC_1	Tap and hold to keep using Refine Stones.
EQUIP_REFINE_DESC_2	Spend the following Refine Stones to increase by 1 level:
OPEN_RANK_TITLE_DESC_1	Event Rules
OPEN_RANK_TITLE_DESC_2	My Power
OPEN_RANK_DESC_11	After the event ends,
OPEN_RANK_DESC_1	(Rankings refresh every 30 minutes)
OPEN_RANK_DESC_2	The Top %d
OPEN_RANK_DESC_3	players will earn Pro Rank Rewards and all players will earn basic rewards. Rewards will be sent out in the mail.
OPEN_RANK_DESC_4	Rewards are based on final ranks on the day the event ends and are sent out in the mail.
OPEN_RANK_DESC_5	and lower
OPEN_RANK_DESC_6	My Level
OPEN_RANK_BTN_DESC_1	Ring Rankings
OPEN_RANK_BTN_DESC_2	Level Rankings
OPEN_RANK_BTN_DESC_3	Power Rankings
OPEN_RANK_RANK_DESC_1	Ring Rankings
OPEN_RANK_RANK_DESC_2	Level Rankings
OPEN_RANK_RANK_DESC_3	Power Rankings
STR_GEM_NAME_1	Ruby
STR_GEM_NAME_2	Sapphire
STR_GEM_NAME_3	Emerald
DRAGON_CALL	Dragon Summon
HERO_GROUP	Hero Formation
CREATE_TEAM_DESC	If no team members login for 7 days the team will automatically disband.
NEWBIE_GUIDE	Tutorial
BUY_GOODS	Purchase items
OPEN_HOLIDAY_DESC_1	Timed Carnival
GROW_HELP_DESC_1	Increase Power
GROW_HELP_DESC_2	Game Modes
GROW_HELP_DESC_3	Get Power
GROW_HELP_DESC_4	Recommended:
BUY_AWARD_DESC_1	Ultra-low discount limited time snapped up!
BUY_AWARD_DESC_2	Individual Limit:
BUY_AWARD_DESC_3	Server Limit:
BATTLE_GET_CASH_DESC_1	Get 9,000 Blue Diamonds at most！
BATTLE_GET_CASH_DESC_2	Advanture to get a huge amount of Blue Diamonds!
BATTLE_GET_CASH_DESC_3	Obtained:
BATTLE_GET_CASH_DESC_4	All claimed! 
OUTLINE_DESC_1	Complete the 4 reuiqements for get reward.
ARENA_SERVER_CODE_DESC_104	The challenge ranking has changed, please retry!
OUTLINE_DESC_1	Dragon Ball Summon
OUTLINE_DESC_2	Get one of the following items at random
OUTLINE_DESC_3	Summon
OUTLINE_DESC_4	Complete the 4 reuiqements for get reward.
CONDITION_BATTLE	Clear stage [Normal.%s] 
CONDITION_VILLAGE	Rescue village: [%s]
CONDITION_NUMBER	%s/%s
STR_LOCAL_PUSH_TITLE_1	Fancy Recruit
STR_LOCAL_PUSH_TITLE_2	Base Camp Idle
STR_LOCAL_PUSH_CONTEXT_1	Free Fancy Recruit is available now! Have a look in Tavern.
STR_LOCAL_PUSH_CONTEXT_2	Idle rewards are full! Get in Base Camp now!
AWAKE_DESC_INFO	Cost Awakening Divine Stone to unlock Slot Awakening
FUNCTION	Function
EXPLORE	Cave Hunt
GOTO_COLLECT	Go Now
LOCATION	Locate
POPWINDOW_FIRSTRECHARGE_1	Purchases more Golden Diamonds to get gifts! 
SELECT_DESC	Select
DOAPPRAISE_DESC_1	Rating to get rich diamond award. Looking forward to your comments, so that we can optimize the game to provide a better experience!
DOAPPRAISE_DESC_2	Go Rating
SERVER_NAME_TEST	Precursor Server
CHOOSE_LOGIN_TYPE	Switch Login Account
STR_USER_CENTER	User Center
STR_BINDING_ACCOUNT	Bind Account
STR_LOGOUT	Logout
STR_GUEST	Guest Account
STR_CHONGSHI	Try again
STR_CHONXINLIANXIAN	Please reconnect to enter the game !
STR_REQUEST_RECORD_AUDIO	The authorization of recording allows you to use the microphone for a better communication with voice.
ACTIVITY_SIGN_HIGH_1	You haven\'t purchased enough diamonds today, go now !
ACTIVITY_SIGN_HIGH_2	to complete Sign In !
ACTIVITY_SIGN_HIGH_3	Please claim your rewards !
STR_OBB_DESC_1	Extracting install documents, please wait…
STR_OBB_DESC_2	Failed extracting install documents, please re-download the game from APP Store !
LUCKY_ROTATE_DESC1	1 time
LUCKY_ROTATE_DESC2	10 times
LUCKY_ROTATE_DESC3	Refresh countdown:
LUCKY_ROTATE_DESC4	Winning record
LUCKY_ROTATE_DESC5	Prize pool 
LUCKY_ROTATE_DESC6	Spend 
LUCKY_ROTATE_DESC7	The Lucky Wheel not stopped yet !
LUCKY_ROTATE_DESC8	to refresh !
LUCKY_ROTATE_DESC9	 Exclusive
ABNORMAL_REPORT	Error reporting
POPWINDOW_OPEN_SEVEN_1	The strongest hero, limit 1 time !
POPWINDOW_OPEN_SEVEN_2	Login Days:
DO_OVERSEA_LOGOUT_NOTICE	Please bind your account before you log out
WORLD_SHOUT	Yell
RUNE_BAG	Rune Bag
CUR_DECOMPRESSION_PROGRESS	Extracting:
STR_PVP_CAN_NOT_CHANGE_SPEED	You can\'t change the speed in PVP battles !
PERKS_DESC_1	Buy to instantly receive: 
PERKS_DESC_2	Days remaining: 
PERKS_DESC_4	Double Card Pack
PERKS_DESC_5	Daily reward after activation:
PERKS_DESC_6	Please claim reward at Quest !
STR_NO_BUY_ANAIN	The Perks Card already activated !
STR_NO_BUY_ANAIN2	The SP Perks Card already activated !
STR_FORCE_UPDATE_NOTICE	Please re-download the game from APP Store !
UP_HERO_MAIN_DESC_1	Click
UP_HERO_MAIN_DESC_2	Select a material hero
UP_HERO_MAIN_DESC_3	Fusion Cost:
UP_HERO_MAIN_DESC_4	Please select enough material heroes first
UP_HERO_MAIN_DESC_5	Fusion
UP_HERO_MAIN_DESC_6	Fuse
UP_HERO_MAIN_DESC_7	Hero Fusion
UP_HERO_MAIN_DESC_8	Click to select your material heroes.
UP_HERO_MAIN_DESC_9	Click to select the hero you want to fuse.
UP_HERO_MAIN_DESC_10	Select the hero you want to fuse.
UP_HERO_MAIN_DESC_11	There is no material hero !
UP_HERO_MAIN_DESC_12	There is not enough material heroes !
UP_HERO_MAIN_DESC_13	Hero Fusion Feature will be unlocked after %ddays !
STR_OPEN_BY_GAMEDAY	Unlock in %d Days
STR_MAX_MERGE_NUM	Max Amount
STR_MONTH_CASH_GIFT_DESC	Purchase certain amount of gold diamonds to get a great rebate. The event is reset on the first day of each month, please participate as soon as possible!
STR_CLOSE_PAY	You can\'t recharge now
STR_JIAN_DING	Identify
STR_ZHUANGBEI_TIANFU	Gear Talent
STR_SHANGWEI_CHUANGDAI	The slot doesn\'t have any gear yet
STR_ZANWU_KECHUANDAIZHUANGBEI	No gear
STR_BUKE_QIANGHUA	Can\'t be enhanced
STR_LUZHUANG_QIANGHUA	Only Epic or better gears can be enhanced!
STR_STRENGTH_MAX_NOTICE	The gear enhancement has reached the highest level
STR_COST_EQUIP	Cost Gear
STR_TIER_DESC	Tier
STR_ROLE_LV_MAX	Already reached the highest level
STR_NENGLITISHENG	Power Up
STR_LV_MAX	Level Limit
STR_HERO_ATTR_UP_DESC	Hero Attributes Improve:
STR_HERO_LV_UP_DESC	Level Limit Improve:
STR_AWAKE_SELECT_HERO_DESC	Please select a material hero
STR_TEAM_SELECT_HERO_DESC	Please select a hero
STR_TEAM_EXCHANGE_HERO_DESC	Please select a replacing hero
STR_XUAN_ZHONG	Selected
STR_CAN_COMPOUND_DESC	Target Hero
STR_UP_HERO_DESC_1	Attention: The hero will be compounded to the target hero
STR_UP_HERO_DESC_2	Attention: The material hero will be directly costed
STR_UP_HERO_DESC_3	Please choose the target hero
STR_UP_HERO_DESC_4	Please choose the material hero
STR_UP_HERO_DESC_5	You can select %dHeroes at most 
STR_UP_HERO_DESC_6	Have a chance to get hero
STR_UP_HERO_DESC_7	Purchase %d hero inventory slots
STR_UP_HERO_DESC_8	Hero Summon
STR_UP_HERO_DESC_9	d% Power to unlock
STR_UP_HERO_DESC_10	Drop Details
STR_UP_HERO_DESC_11	Resource Drop
STR_UP_HERO_DESC_12	Rare Drop
STR_UP_HERO_DESC_13	Special Unlock
STR_UP_HERO_DESC_14	Unlock Idle Drop
STR_UP_HERO_DESC_15	Drop Preview
STR_UP_HERO_DESC_16	Inventory:
STR_UP_HERO_DESC_17	Tier%d to unlock
STR_UP_HERO_DESC_18	Hero Talent
STR_UP_HERO_DESC_19	Exclusive
STR_UP_HERO_DESC_20	All talents have been activated
STR_UP_HERO_DESC_21	Tier%d to unlock [%s]
STR_UP_HERO_DESC_22	Total talent points of current hero\'s gears:
STR_UP_HERO_DESC_23	The attributes bonuses are only for current hero
STR_UP_HERO_DESC_24	Reset Talents
STR_UP_HERO_DESC_25	Collet 7Keys to challenge me! 
STR_UP_HERO_DESC_26	Congratulations for your succesfully compound!
STR_UP_HERO_DESC_27	Congratulations for your succesfully replacing!
STR_UP_HERO_DESC_28	Hero Inventory Limit
STR_UP_HERO_DESC_29	Compound
