技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
60032212	text_skill_6003_name_2	狮鹫军团12级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032212	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3255
60032213	text_skill_6003_name_2	狮鹫军团13级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032213	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3340
60032214	text_skill_6003_name_2	狮鹫军团14级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032214	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3425
60032215	text_skill_6003_name_2	狮鹫军团15级	狮鹫骑士	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	skill2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	61032215	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	skill_shijiuqishi_02.png	text_skill_6003_desc_2_0|text_skill_6003_desc_2_1|text_skill_6003_desc_2_2|text_skill_6003_desc_2_3|text_skill_6003_desc_2_4	s.compareDesc.1./.100.%	3510
60040001	0	普攻1级	精灵游侠	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	attack	60040000	0	1	0	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	0	0	0
60040101	text_skill_6004_name_1	蓄力箭1级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	9467	0	0	0	0	0	0	0	0	1901	10000	330	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040102	text_skill_6004_name_1	蓄力箭2级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	10157	0	0	0	0	0	0	0	0	1901	10000	350	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040103	text_skill_6004_name_1	蓄力箭3级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	10847	0	0	0	0	0	0	0	0	1901	10000	370	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040104	text_skill_6004_name_1	蓄力箭4级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	11537	0	0	0	0	0	0	0	0	1901	10000	390	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040105	text_skill_6004_name_1	蓄力箭5级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	12227	0	0	0	0	0	0	0	0	1901	10000	410	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040106	text_skill_6004_name_1	蓄力箭6级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	12917	0	0	0	0	0	0	0	0	1901	10000	430	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040107	text_skill_6004_name_1	蓄力箭7级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	13607	0	0	0	0	0	0	0	0	1901	10000	450	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040108	text_skill_6004_name_1	蓄力箭8级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	14297	0	0	0	0	0	0	0	0	1901	10000	470	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040109	text_skill_6004_name_1	蓄力箭9级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	14987	0	0	0	0	0	0	0	0	1901	10000	490	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040110	text_skill_6004_name_1	蓄力箭10级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15677	0	0	0	0	0	0	0	0	1901	10000	510	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040111	text_skill_6004_name_1	蓄力箭11级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	16367	0	0	0	0	0	0	0	0	1901	10000	530	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040112	text_skill_6004_name_1	蓄力箭12级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	17057	0	0	0	0	0	0	0	0	1901	10000	550	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040113	text_skill_6004_name_1	蓄力箭13级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	17747	0	0	0	0	0	0	0	0	1901	10000	570	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040114	text_skill_6004_name_1	蓄力箭14级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	18437	0	0	0	0	0	0	0	0	1901	10000	590	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040115	text_skill_6004_name_1	蓄力箭15级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	19127	0	0	0	0	0	0	0	0	1901	10000	610	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60040201	text_skill_6004_name_2	疾风骤雨1级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040202	text_skill_6004_name_2	疾风骤雨2级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040203	text_skill_6004_name_2	疾风骤雨3级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040204	text_skill_6004_name_2	疾风骤雨4级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040205	text_skill_6004_name_2	疾风骤雨5级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040206	text_skill_6004_name_2	疾风骤雨6级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040207	text_skill_6004_name_2	疾风骤雨7级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040208	text_skill_6004_name_2	疾风骤雨8级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040209	text_skill_6004_name_2	疾风骤雨9级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040210	text_skill_6004_name_2	疾风骤雨10级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040211	text_skill_6004_name_2	疾风骤雨11级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040212	text_skill_6004_name_2	疾风骤雨12级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040213	text_skill_6004_name_2	疾风骤雨13级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	6115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040214	text_skill_6004_name_2	疾风骤雨14级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	6271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60040215	text_skill_6004_name_2	疾风骤雨15级	精灵游侠	1	0	2	1	60	0	0	0	0	1	0	0	0	0	0	0	skill2	60040200	0	14	83	1	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	6427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_jinglingyouxia_02.png	text_skill_6004_desc_2_0|text_skill_6004_desc_2_1|text_skill_6004_desc_2_2	s.bulletNum.1.0.0.0|s.coefficient.1./.100.%	0
60041101	text_skill_6004_name_1	蓄力箭1级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	9467	0	0	0	0	0	0	0	0	1901	10000	330	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041102	text_skill_6004_name_1	蓄力箭2级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	10157	0	0	0	0	0	0	0	0	1901	10000	350	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041103	text_skill_6004_name_1	蓄力箭3级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	10847	0	0	0	0	0	0	0	0	1901	10000	370	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041104	text_skill_6004_name_1	蓄力箭4级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	11537	0	0	0	0	0	0	0	0	1901	10000	390	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041105	text_skill_6004_name_1	蓄力箭5级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	12227	0	0	0	0	0	0	0	0	1901	10000	410	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041106	text_skill_6004_name_1	蓄力箭6级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	12917	0	0	0	0	0	0	0	0	1901	10000	430	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041107	text_skill_6004_name_1	蓄力箭7级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	13607	0	0	0	0	0	0	0	0	1901	10000	450	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041108	text_skill_6004_name_1	蓄力箭8级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	14297	0	0	0	0	0	0	0	0	1901	10000	470	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041109	text_skill_6004_name_1	蓄力箭9级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	14987	0	0	0	0	0	0	0	0	1901	10000	490	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041110	text_skill_6004_name_1	蓄力箭10级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	15677	0	0	0	0	0	0	0	0	1901	10000	510	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
60041111	text_skill_6004_name_1	蓄力箭11级	精灵游侠	1	0	0	2	0	1	3	0	0	999	0	0	0	0	0	0	skill1	60040100	0	1	0	2	0	0	0	0	0	0	hit_jinglingyouxia00	2	1	0	1	0	0	1	0	0	0	1	1	1	0	0	3529	0	0	0	0	0	0	0	16367	0	0	0	0	0	0	0	0	1901	10000	530	0	0	0	0	0	0	0	0	skill_jinglingyouxia_01.png	text_skill_6004_desc_1_0|text_skill_6004_desc_1_1|text_skill_6004_desc_1_2	s.coefficient.1./.100.%|s.buffTime.1./.1000.s	0
