索引ID	注释1	描述	类型(1普通buff, 2光环buff)	buff模式(0:无类型，1:灼烧)	光环类型(1:不断的发送buff，并且出了范围就移除,2:只发送一次，除非发送的buff消失,出了范围不移除)	正负面(1负面2正面)	不可被驱散	是否受到负面抗性影响	效果类型(0没有效果，1普通伤害，2无视防御伤害，3召唤)	发送buffID	buff生效几率（万分比）	buff持续时间（毫秒）	范围选择目标类型(1英雄2士兵3所有单位)	范围	光环检测间隔时间(毫秒)	伤害类型（按武将类型，0物理，1魔法）	额外伤害类型	额外伤害值	伤害系数	发送第一次效果延迟时间(毫秒)	发送效果间隔时间(毫秒)	属性修改	属性值修改	属性百分比修改（万分比）	克制增幅0	克制增幅1	克制增幅2	克制增幅3	攻击吸血万分比	攻击吸血固定值	免疫负面物理效果	免疫负面魔法效果	免疫负面魔法次数	限制移动	限制普通攻击	限制释放技能	不受控制	反弹物理伤害万分比	改变技能组	变身资源名	变身资源类型	变身后缩放百分比	buff特效资源	buff特效类型(1只显示一次, 2循环特效)	buff特效挂载点(1上2中3下)	buff特效渲染层级(1上2下)	buff位置偏移	buff位置偏移1	buff特效资源1	buff特效类型(1只显示一次, 2循环特效)1	buff特效挂载点(1上2中3下)1	buff特效渲染层级(1上2下)1	buff位置偏移2	buff位置偏移3	特殊shader	隐藏飘字
61060212	海洋之歌光环12级	海洋之歌	2	0	1	2	1	0	0	62060212	10000	-1	103	1140	100	1	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060213	海洋之歌光环13级	海洋之歌	2	0	1	2	1	0	0	62060213	10000	-1	103	1140	100	1	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060214	海洋之歌光环14级	海洋之歌	2	0	1	2	1	0	0	62060214	10000	-1	103	1140	100	1	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61060215	海洋之歌光环15级	海洋之歌	2	0	1	2	1	0	0	62060215	10000	-1	103	1140	100	1	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061201	海洋之歌光环1级	海洋之歌	2	0	1	2	1	0	0	62061201	10000	-1	103	1140	100	1	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061202	海洋之歌光环2级	海洋之歌	2	0	1	2	1	0	0	62061202	10000	-1	103	1140	100	1	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061203	海洋之歌光环3级	海洋之歌	2	0	1	2	1	0	0	62061203	10000	-1	103	1140	100	1	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061204	海洋之歌光环4级	海洋之歌	2	0	1	2	1	0	0	62061204	10000	-1	103	1140	100	1	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061205	海洋之歌光环5级	海洋之歌	2	0	1	2	1	0	0	62061205	10000	-1	103	1140	100	1	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061206	海洋之歌光环6级	海洋之歌	2	0	1	2	1	0	0	62061206	10000	-1	103	1140	100	1	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061207	海洋之歌光环7级	海洋之歌	2	0	1	2	1	0	0	62061207	10000	-1	103	1140	100	1	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061208	海洋之歌光环8级	海洋之歌	2	0	1	2	1	0	0	62061208	10000	-1	103	1140	100	1	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061209	海洋之歌光环9级	海洋之歌	2	0	1	2	1	0	0	62061209	10000	-1	103	1140	100	1	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061210	海洋之歌光环10级	海洋之歌	2	0	1	2	1	0	0	62061210	10000	-1	103	1140	100	1	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061211	海洋之歌光环11级	海洋之歌	2	0	1	2	1	0	0	62061211	10000	-1	103	1140	100	1	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061212	海洋之歌光环12级	海洋之歌	2	0	1	2	1	0	0	62061212	10000	-1	103	1140	100	1	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061213	海洋之歌光环13级	海洋之歌	2	0	1	2	1	0	0	62061213	10000	-1	103	1140	100	1	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061214	海洋之歌光环14级	海洋之歌	2	0	1	2	1	0	0	62061214	10000	-1	103	1140	100	1	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61061215	海洋之歌光环15级	海洋之歌	2	0	1	2	1	0	0	62061215	10000	-1	103	1140	100	1	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062201	海洋之歌光环1级	海洋之歌	2	0	1	2	1	0	0	62062201	10000	-1	103	1140	100	1	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062202	海洋之歌光环2级	海洋之歌	2	0	1	2	1	0	0	62062202	10000	-1	103	1140	100	1	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062203	海洋之歌光环3级	海洋之歌	2	0	1	2	1	0	0	62062203	10000	-1	103	1140	100	1	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062204	海洋之歌光环4级	海洋之歌	2	0	1	2	1	0	0	62062204	10000	-1	103	1140	100	1	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062205	海洋之歌光环5级	海洋之歌	2	0	1	2	1	0	0	62062205	10000	-1	103	1140	100	1	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062206	海洋之歌光环6级	海洋之歌	2	0	1	2	1	0	0	62062206	10000	-1	103	1140	100	1	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062207	海洋之歌光环7级	海洋之歌	2	0	1	2	1	0	0	62062207	10000	-1	103	1140	100	1	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062208	海洋之歌光环8级	海洋之歌	2	0	1	2	1	0	0	62062208	10000	-1	103	1140	100	1	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062209	海洋之歌光环9级	海洋之歌	2	0	1	2	1	0	0	62062209	10000	-1	103	1140	100	1	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062210	海洋之歌光环10级	海洋之歌	2	0	1	2	1	0	0	62062210	10000	-1	103	1140	100	1	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062211	海洋之歌光环11级	海洋之歌	2	0	1	2	1	0	0	62062211	10000	-1	103	1140	100	1	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062212	海洋之歌光环12级	海洋之歌	2	0	1	2	1	0	0	62062212	10000	-1	103	1140	100	1	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062213	海洋之歌光环13级	海洋之歌	2	0	1	2	1	0	0	62062213	10000	-1	103	1140	100	1	0	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062214	海洋之歌光环14级	海洋之歌	2	0	1	2	1	0	0	62062214	10000	-1	103	1140	100	1	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61062215	海洋之歌光环15级	海洋之歌	2	0	1	2	1	0	0	62062215	10000	-1	103	1140	100	1	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62030101	冲锋伤害1级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030102	冲锋伤害2级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030103	冲锋伤害3级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030104	冲锋伤害4级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030105	冲锋伤害5级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030106	冲锋伤害6级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030107	冲锋伤害7级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030108	冲锋伤害8级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030109	冲锋伤害9级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030110	冲锋伤害10级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030111	冲锋伤害11级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030112	冲锋伤害12级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030113	冲锋伤害13级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	14502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030114	冲锋伤害14级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62030115	冲锋伤害15级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031101	冲锋伤害1级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031102	冲锋伤害2级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031103	冲锋伤害3级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031104	冲锋伤害4级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031105	冲锋伤害5级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031106	冲锋伤害6级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031107	冲锋伤害7级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031108	冲锋伤害8级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031109	冲锋伤害9级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031110	冲锋伤害10级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031111	冲锋伤害11级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031112	冲锋伤害12级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031113	冲锋伤害13级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	14502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031114	冲锋伤害14级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62031115	冲锋伤害15级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032101	冲锋伤害1级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	7734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032102	冲锋伤害2级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032103	冲锋伤害3级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032104	冲锋伤害4级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032105	冲锋伤害5级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032106	冲锋伤害6级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032107	冲锋伤害7级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032108	冲锋伤害8级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032109	冲锋伤害9级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032110	冲锋伤害10级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032111	冲锋伤害11级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032112	冲锋伤害12级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	13938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032113	冲锋伤害13级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	14502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032114	冲锋伤害14级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62032115	冲锋伤害15级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	hit_shijiuqishi01	1	2	1	0	0	debuff_xuanyun	2	1	1	0	0	0	1
62050201	冲锋伤害1级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050202	冲锋伤害2级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050203	冲锋伤害3级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	8967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050204	冲锋伤害4级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050205	冲锋伤害5级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050206	冲锋伤害6级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	9888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050207	冲锋伤害7级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050208	冲锋伤害8级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050209	冲锋伤害9级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	10809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050210	冲锋伤害10级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050211	冲锋伤害11级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050212	冲锋伤害12级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050213	冲锋伤害13级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
62050214	冲锋伤害14级	冲锋伤害	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	12344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	hit_chaoxizhizai00	1	2	1	0	0	0	0	0	0	0	0	0	1
